0.000000
 0  0   0  0  15.0000000000  
 0  0   0  1  12.2474487139  
 0  0   1  0  12.2474487139  
 0  0   1  1  35.0000000000  
 0  0   1  2  22.3606797750  
 0  0   2  1  22.3606797750  
 0  0   2  2  55.0000000000  
 0  1   0  0  25.0000000000  
 0  1   0  1  15.8113883008  
 0  1   1  0  15.8113883008  
 0  1   1  1  45.0000000000  
 0  2   0  0  25.0000000000  
 0  2   0  1  15.8113883008  
 0  2   1  0  15.8113883008  
 0  2   1  1  45.0000000000  
 0  3   0  0  35.0000000000  
 0  3   0  1  18.7082869339  
 0  3   1  0  18.7082869339  
 0  3   1  1  55.0000000000  
 0  4   0  0  35.0000000000  
 0  4   0  1  18.7082869339  
 0  4   1  0  18.7082869339  
 0  4   1  1  55.0000000000  
 0  5   0  0  45.0000000000  
 0  6   0  0  45.0000000000  
 0  7   0  0  55.0000000000  
 0  8   0  0  55.0000000000  
 1  0   0  0  15.0000000000  
 1  0   0  1  12.2474487139  
 1  0   1  0  12.2474487139  
 1  0   1  1  35.0000000000  
 1  0   1  2  22.3606797750  
 1  0   2  1  22.3606797750  
 1  0   2  2  55.0000000000  
 1  1   0  0  25.0000000000  
 1  1   0  1  15.8113883008  
 1  1   1  0  15.8113883008  
 1  1   1  1  45.0000000000  
 1  2   0  0  25.0000000000  
 1  2   0  1  15.8113883008  
 1  2   1  0  15.8113883008  
 1  2   1  1  45.0000000000  
 1  3   0  0  35.0000000000  
 1  3   0  1  18.7082869339  
 1  3   1  0  18.7082869339  
 1  3   1  1  55.0000000000  
 1  4   0  0  35.0000000000  
 1  4   0  1  18.7082869339  
 1  4   1  0  18.7082869339  
 1  4   1  1  55.0000000000  
 1  5   0  0  45.0000000000  
 1  6   0  0  45.0000000000  
 1  7   0  0  55.0000000000  
 1  8   0  0  55.0000000000  
